"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"The Novels of Jane Austen. The text based on collation of the early editions by R. W. Chapman ... Third edition","Works","000144481","Monograph","Language material ; Text","Volume","","","","Austen, Jane","1775-1817","person","","Austen, Jane, 1775-1817 [person] ; Chapman, R. W. (Robert William), 1881-1960 [person]","","","England","Oxford","Clarendon","1933","","5 volumes, 8°","","12602.r.31","","","English","",""
"The Novels of Jane Austen. The text based on collation of the early editions by R. W. Chapman. With notes, indexes and illustrations, etc","Works","000144477","Monograph","Language material ; Text","Volume","","","","Austen, Jane","1775-1817","person","","Austen, Jane, 1775-1817 [person] ; Chapman, R. W. (Robert William), 1881-1960 [person]","","","England","Oxford","Clarendon","1923","","5 volumes, 8°","","Cup.407.b.45","","","English","Other edition: The Novels of Jane Austen. The text based on collation of the early editions by R. W. Chapman. With notes, indexes and illustrations, etc. 5 vol. Clarendon Press: Oxford, 1926. 8º",""
"The Novels of Jane Austen. The text based on collation of the early editions by R. W. Chapman. With notes, indexes and illustrations, etc","Works","000144478","Monograph","Language material ; Text","Volume","","","","Austen, Jane","1775-1817","person","","Austen, Jane, 1775-1817 [person] ; Chapman, R. W. (Robert William), 1881-1960 [person]","","","England","Oxford","Clarendon","1926","Second edition","5 volumes, 8°","","012612.ee.15","","","","",""
"The Osprey guide to Jane Austen","","010960704","Monograph","Language material ; Text","Volume","GB7319562","","9780850451566","Hardwick, Michael","1924-1991","person","author","Hardwick, Michael, 1924-1991, author [person]","Osprey guides","","England","Reading","Osprey","1973","","237 pages, 21 cm","823.7","74/3427 ; X.989/21913","Fiction in English--Austen, Jane--Critical studies ; Women and literature--England--History--19th century--Handbooks, manuals, etc ; Austen, Jane, 1775-1817--Handbooks, manuals, etc","","English","",""
"The Penguin complete Jane Austen","Complete Jane Austen ; Emma ; Lady Susan ; Mansfield Park ; Northanger Abbey ; Novels ; Penguin complete novels of Jane Austen ; Persuasion ; Pride and prejudice ; Sense and sensibility","016195353","Monograph","Language material ; Text","Volume","GBB2A7044","","9780670919680","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","","","England","London","Viking","2013","","1336 pages, 24 cm","823.7","YK.2014.a.1434","England--Social life and customs--Fiction","Fiction","English","",""
"The Penguin complete Jane Austen","Emma ; Lady Susan ; Mansfield Park ; Northanger Abbey ; Novels ; Persuasion ; Pride and prejudice ; Sense and sensibility","016488980","Monograph","Language material ; Text","Volume","GBB379185","","9780670919697","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","","","England","London","Viking","2013","","1336 pages, 24 cm","823.7","YKL.2015.a.7711","England--Social life and customs--Fiction","Fiction","English","Originally published: Harmondsworth: Panguin, 1983",""
"The Penguin complete novels of Jane Austen","Novels","011307158","Monograph","Language material ; Text","Volume","GB8400223","","9780140090024","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","","","England","Harmondsworth","Penguin","1983","","1336 pages, 21 cm","823.7","X.950/25729","Fiction in English--1800-1837--Texts ; England--Social life and customs--Fiction","","English","",""
"The Penguin edition of the novels of Jane Austen --","Chronology -- ; Emendations to the text -- ; Persuasion ; Persuasion --","018529618","Monograph","Language material ; Text","Online resource","GBB7I3149","","9780141907819 ; 9781101200117","Austen, Jane","1775-1817","person","","Austen, Jane, 1775-1817 [person] ; Beer, Gillian [person]","Penguin classics","","England ; United States of America","London ; New York","Penguin","2003","","1 online resource (xxxvii, 250 pages)","823.7","ELD.DS.196451","Motherless families ; Rejection (Psychology) ; Ship captains ; Rejection (Psychology)--Fiction ; Young women--Fiction ; Motherless families--Fiction ; England--Fiction ; FICTION--Literary ; Ship captains--Fiction","Fiction ; Romance fiction","English","",""
"The Rice portrait of Jane Austen (the ill-conceived controversy)","Clergyman carried off to sea","009491917","Monograph","Language material ; Text","Volume","GB9648246","","9781900709002","Wheeler, Richard James","","person","author","Wheeler, Richard James [person] ; Wheeler, Richard James, author [person]","","","England","Westerham","Codex Publications","1996","","87 pages, genealogical tables, portraits, 30 cm","757.4","YC.1996.b.5344 ; q96/27538","Austen, Jane, 1775-1817--Portraits","","English","On t.p.: 'Extracted from part 2 of 'A clergyman carried off to sea' by the same author' ; bibliography: p. 84. - Includes index",""
"The Rice portrait of Jane Austen : a summary of conclusive evidence","","009491918","Monograph","Language material ; Text","Volume","GBA378704","","9781900709019","Wheeler, Richard James","","person","author","Hammond, Margaret Campbell, author [person] ; Wheeler, Richard James, author [person]","","","England","Sevenoaks","Codex Publications","1997","","24 pages, 3 pages of plates, illustrations, portraits, 21 cm","823.7","YC.2003.a.18419","Austen, Jane, 1775-1817--Portraits","","English","",""
"The Sentence","'You Should Be in Pictures': Jane Austen's Portrait ; An Interview with Joan Klingel Ray, author of Jane Austen for Dummies ; An Interview with Karen Joy Fowler, the author of The Jane Austen Book Club ; Answers to The Jane Austen Aptitude Test ; Answers to the Crossword Puzzle ; Austen the Novelist ; Bedside, bathtub and armchair companion to Jane Austen ; Cinderella and Evil Witches: Myth-Placed Affections ; Emma ; Emma's Dream: Austen and Shakespeare Meet on a Midsummer Night ; Excerpt from the Juvenilia: 'The Adventures of Mr. Harley' ; First Impressions: Letting Jane Austen into Your Life ; Homage to Jane: Movies that Echo Austen ; If Jane Austen Had Been a Man ; If She Could See Them Now: Austen's Relationship with Her Publishers ; Initial Impressions or, 'I'm Missing Your Letters': An Austen Crossword Puzzle ; Jane Austen Film Chronology ; Jane Austen at the Movies ; Jane Austen in the Twenty-First Century ; LARPing and JARPing ; Last Words: Acknowledgments ; Love and Friendship: 'Beware My Laura' ; Mansfield Park ; More than a Constitutional: Heroines Who Favor Walking ; Mr. Knightley, Detective ; Mrs. Bennet was Right: The Marriage Plot in Austen Novels ; Music in 1995 BBC/A & E Pride and Prejudice ; Northanger Abbey ; Northanger Abbey: The Graphic Novel. A discussion with Anne Timmons, graphic artist ; On Reading Jane Austen ; Persuasion ; Pride and Prejudice ; Pride and Prejudice II, by Kentuck ; Pride and Prejudice: The Rejected Screenplays ; Raiders of the Early Works: The Juvenilia ; Sanditon ; Say Cheese!: Picturesque Beauty and Jane Austen ; Sense and Sensibility ; Sleuthing Regency Dresses ; The Best Gifts for a Janeite ; The Clergy in Austen's Fiction ; The Ideal Jane Austen Tour ; The Importance of a Good Carriage ; The Jane Austen Aptitude Test ; The Lives of Jane Austen ; The Watsons and Lady Susan ; The bedside, bathtub & armchair companion to Jane Austen ; Was Lady Russell Wrong? ; What Does Lady Bertram Do? ; What Happened at the Ha-ha? ; What Makes a Janeite? ; What's Up with White Soup? Understanding Food in Jane Austen ; Why I Married Her. By Mr. Bennet ; Willoughby v. Brandon ; Winchester Cathedral","019404300","Monograph","Language material ; Text","Online resource","GBB995332","","9781441184863","Adams, Carol J.","","person","","Buchanan, Douglas [person] ; Adams, Carol J. [person] ; Gesch, Kelly [person]","","","United States of America","New York","Continuum","2008","","1 online resource (x, 218 pages), illustrations","823.7","ELD.DS.422482","Women and literature ; Austen, Jane, 1775-1817--Handbooks, manuals, etc ; Film ; Rezeption ; Novelists, English--19th century--Biography ; Women and literature--England--History--19th century ; Literatur ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh","Biography ; Handbook or manual ; History","English","",""
"The Tonbridge connections of Jane Austen and some aspects of her work","Jane Austen : some aspects of her work, together with her Tonbridge connections","015177950","Monograph","Language material ; Text","Volume","","","","Andrews, S. M.","","person","","Andrews, S. M. [person]","","","England","Tonbridge","Tonbridge Free Press","1949","","18 pages, 19 cm","","YD.2009.a.3802","Austen family ; Austen, Jane, 1775-1817--Family","","English","'All profits to the Tonbridge Parish Church Restoration Fund, 1949'--Cover",""
"The Watsons & Lady Susan","Short stories. Selections","019072468","Monograph","Language material ; Text","Volume","GBB8I1265","","9781788884075","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","","","England","London","Arcturus","2018","","1 volume, 20 cm","823.7","","","","English","",""
"The Watsons : Jane Austens's fragment","","010294316","Monograph","Language material ; Text","Volume","GB5806415","","","Austen, Jane","1775-1817","person","author","Coates, John, 1912-1963 [person] ; Austen, Jane, 1775-1817, author [person]","","","England","London","Methuen","1958","","318 pages, 21 cm (8°)","823.7","12655.g.7","","","English","",""
"The Watsons : a fragment","","000144798","Monograph","Language material ; Text","Volume","","","","Austen, Jane","1775-1817","person","author","Oulton, L., author [person] ; Austen, Jane, 1775-1817, author [person]","","","England","London","Hutchinson","1923","","265 pages, 8°","","12630.pp.17","","","English","Preface signed: J.E. Austen Leigh",""
"The Watsons : a fragment","","000144799","Monograph","Language material ; Text","Volume","","","","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","","","England","Oxford","Clarendon","1927","","121 pages, 8°","","012640.a.49 ; W76/2704","","","English","",""
"The Watsons : a fragment","","008076337","Monograph","Language material ; Text","Volume","GB8523697","","9780485105032","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person] ; Chapman, R. W. (Robert William), 1881-1960, editor [person]","The Jane Austen library","4 [The Jane Austen library]","England","Athlone ; London","","1985","","viii, 164 pages, 21 cm","823.7","YC.1986.a.5248","Fiction in English--1800-1837--Texts ; England--Fiction","","English","",""
"The Watsons and Lady Susan","'You Should Be in Pictures': Jane Austen's Portrait ; An Interview with Joan Klingel Ray, author of Jane Austen for Dummies ; An Interview with Karen Joy Fowler, the author of The Jane Austen Book Club ; Answers to The Jane Austen Aptitude Test ; Answers to the Crossword Puzzle ; Austen the Novelist ; Bedside, bathtub and armchair companion to Jane Austen ; Cinderella and Evil Witches: Myth-Placed Affections ; Emma ; Emma's Dream: Austen and Shakespeare Meet on a Midsummer Night ; Excerpt from the Juvenilia: 'The Adventures of Mr. Harley' ; First Impressions: Letting Jane Austen into Your Life ; Homage to Jane: Movies that Echo Austen ; If Jane Austen Had Been a Man ; If She Could See Them Now: Austen's Relationship with Her Publishers ; Initial Impressions or, 'I'm Missing Your Letters': An Austen Crossword Puzzle ; Jane Austen Film Chronology ; Jane Austen at the Movies ; Jane Austen in the Twenty-First Century ; LARPing and JARPing ; Last Words: Acknowledgments ; Love and Friendship: 'Beware My Laura' ; Mansfield Park ; More than a Constitutional: Heroines Who Favor Walking ; Mr. Knightley, Detective ; Mrs. Bennet was Right: The Marriage Plot in Austen Novels ; Music in 1995 BBC/A & E Pride and Prejudice ; Northanger Abbey ; Northanger Abbey: The Graphic Novel. A discussion with Anne Timmons, graphic artist ; On Reading Jane Austen ; Persuasion ; Pride and Prejudice ; Pride and Prejudice II, by Kentuck ; Pride and Prejudice: The Rejected Screenplays ; Raiders of the Early Works: The Juvenilia ; Sanditon ; Say Cheese!: Picturesque Beauty and Jane Austen ; Sense and Sensibility ; Sleuthing Regency Dresses ; The Best Gifts for a Janeite ; The Clergy in Austen's Fiction ; The Ideal Jane Austen Tour ; The Importance of a Good Carriage ; The Jane Austen Aptitude Test ; The Lives of Jane Austen ; The Sentence ; The bedside, bathtub & armchair companion to Jane Austen ; Was Lady Russell Wrong? ; What Does Lady Bertram Do? ; What Happened at the Ha-ha? ; What Makes a Janeite? ; What's Up with White Soup? Understanding Food in Jane Austen ; Why I Married Her. By Mr. Bennet ; Willoughby v. Brandon ; Winchester Cathedral","019404300","Monograph","Language material ; Text","Online resource","GBB995332","","9781441184863","Adams, Carol J.","","person","","Buchanan, Douglas [person] ; Adams, Carol J. [person] ; Gesch, Kelly [person]","","","United States of America","New York","Continuum","2008","","1 online resource (x, 218 pages), illustrations","823.7","ELD.DS.422482","Women and literature ; Austen, Jane, 1775-1817--Handbooks, manuals, etc ; Film ; Rezeption ; Novelists, English--19th century--Biography ; Women and literature--England--History--19th century ; Literatur ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh","Biography ; Handbook or manual ; History","English","",""
"The Watsons","","000144797","Monograph","Language material ; Text","Volume","","","","Austen, Jane","1775-1817","person","author","Walkley, Arthur Bingham, 1855-1926, writer [person] ; Austen, Jane, 1775-1817, author [person]","","","England","London","Leonard Parsons","1923","","98 pages, 8°","","12630.p.8","","","English","",""
"The Watsons","","000144800","Monograph","Language material ; Text","Volume","","","","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person] ; Hubback, Edith C. (Edith Charlotte), 1876-, author [person] ; Brown, Francis, active 1928, author [person]","","","England","London","E. Matthews & Marrot","1928","","183 pages, 8°","","012612.ee.16","","","English","",""
"The Watsons","","008276474","Monograph","Language material ; Text","Volume","","","9780837165981","Austen, Jane","1775-1817","person","author","Coates, John, 1912-1963, author [person] ; Austen, Jane, 1775-1817, author [person]","","","United States of America","Westport, Connecticut","Greenwood","1973","","318 pages, 22 cm","823.8","74/1467","England--Social life and customs--19th century--Fiction","","English","",""
"The Watsons","","009421503","Monograph","Language material ; Text","Volume","GB7817679","","9780552107129","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","","","England","London","Corgi","1978","","235 pages, 18 cm","823.7","H.78/568","Fiction in English--1800-1837--Texts ; English fiction","","English","This edition originally published: London : P. Davies, 1977",""
"The Watsons","","012626882","Monograph","Language material ; Text","Volume","GB7711394","","9780432007518","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","","","England","London","Davies","1977","","235 pages, 23 cm","823.7","Nov.33823","Fiction in English--1800-1837--Texts ; English fiction ; England--Fiction","","English","",""
"The Watsons","","013169377","Monograph","Language material ; Text","Volume","GBA528122","","9781904754930","Austen, Jane","1775-1817","person","","Austen, Jane, 1775-1817 [person] ; Williams, Merryn [person]","","","England","London","","2005","","141 pages, 20 cm","","","Man-woman relationships--England--Fiction ; Sisters--England--Fiction ; Young women--England--Fiction ; England--Social life and customs--19th century--Fiction","Fiction","English","'The Watsons written by Jane Austen was left unfinished and unpublished at the time of her death in 1817' - T.p. verso",""
"The Watsons","","013568052","Monograph","Language material ; Text","Volume","GBA684276","","9781843911456","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","Hesperus classics","","England","London","Hesperus","2007","","67 pages, 20 cm","823.7","H.2007/2791","Sisters--Fiction ; Great Britain--Social conditions--Fiction","Fiction","English","Originally published: London: Methuen, 1958",""
"The Watsons","Lady Susan ; Novels. Selections ; Sense and sensibility ; Sense and sensibility : with, Lady Susan ; and, The Watsons ; Watsons","010292405","Monograph","Language material ; Text","Volume","GB5803705","","","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Gough, Philip, illustrator [person] ; Austen, Jane, 1775-1817, author [person]","Macdonald illustrated classics","number 37 [Macdonald illustrated classics]","England","London","Macdonald","1958","","xxviii, 529 pages, illustrations, 19 cm","823.7","W.P.11235/37","","","English","",""
"The Watsons","Watsons","019116289","Monograph","Language material ; Text","Volume","GBB8K3351","","9781786826381","Wade, Laura","","person","author","Wade, Laura, author [person] ; Austen, Jane, 1775-1817 [person]","","","England","London","Oberon","2018","","1 volume, 20 cm","822.92","","England--Social life and customs--19th century--Drama","Drama","English","Additional physical form: ebook version. 9781786826374",""
"The Watsons","Watsons","019117895","Monograph","Language material ; Text","Online resource (ebook)","GBB8K4956","","9781786826374","Wade, Laura","","person","author","Wade, Laura, author [person] ; Austen, Jane, 1775-1817 [person]","Oberon Modern Plays","","England","London","Oberon","2018","","1 online resource","822.92","ELD.DS.372671","England--Social life and customs--19th century--Drama","Drama","English","Additional physical form: Print version. 9781786826381",""
"The Works of Jane Austen, etc [Edited by Robert W. Chapman.]","Works","000144486","Monograph","Language material ; Text","Volume","","","","Austen, Jane","1775-1817","person","","Austen, Jane, 1775-1817 [person] ; Chapman, R. W. (Robert William), 1881-1960 [person]","","","England","London","Oxford University Press","1954","","","","W.P.c.543","","","English","Continues the numeration of 'The novels of Jane Austen'; a later reprinted is placed with a reprinted of that set",""
"The Works of Jane Austen. Georgian edition [With introductions by John Bailey.]","Works","000144479","Monograph","Language material ; Text","Volume","","","","Austen, Jane","1775-1817","person","","Austen, Jane, 1775-1817 [person] ; Bailey, John Cann, 1864-1931 [person]","","","England","London","E. Nash & Grayson","1927","","5 volumes (8°)","","012604.cc.35","","","English","",""
"The Works of Jane Austen. Illustrated by Maximilien Vox","Works","000144482","Monograph","Language material ; Text","Volume","","","","Austen, Jane","1775-1817","person","","Vox, Maximilien, pseudonym [i.e. Maximilien Monod] [person] ; Austen, Jane, 1775-1817 [person]","","","England","London","J M Dent","1933","","7 volumes (8°)","","012403.m.44","","","English","",""
"The Works of Miss Austen","","000144466","Monograph","Language material ; Text","Volume","","","","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","","","England","London","","1856","","5 volumes, 8°","","12275.de.1","","","English","The collective title occurs only on the spines of the volume",""
"The annotated Emma","Emma","015964143","Monograph","Language material ; Text","Volume","GBB1C8248","","9780307390776","Austen, Jane","1775-1817","person","author","Shapard, David M. [person] ; Austen, Jane, 1775-1817, author [person]","","","United States of America","New York","Anchor","2012","","xxx, 897 pages, illustrations, maps, 21 cm","823.7","H.2012/.10385","Mate selection--Fiction ; Fathers and daughters--Fiction ; Young women--Fiction ; England--Fiction ; Female friendship--Fiction","Bildungsroman ; Fiction ; Romance fiction","English","",""
"The annotated Mansfield Park","","017764143","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB632472","","9780307390790","Austen, Jane","1775-1817","person","author","Shapard, David M., editor [person] ; Austen, Jane, 1775-1817, author [person]","","","United States of America","New York","Knopf","2016","","1 volume, illustrations, maps, 21 cm","823.7","","Austen, Jane, 1775-1817 ; England--Social life and customs--Fiction","Fiction","English","",""
"The annotated Northanger Abbey","","016294240","Monograph","Cartographic image ; Language material ; Text","Volume","GBB319261","","9780307390806","Austen, Jane","1775-1817","person","","Austen, Jane, 1775-1817 [person] ; Shapard, David M., editor [person]","","","United States of America","New York","Anchor","2013","","1 volume, black and white maps, 21 cm","823.7","","Austen, Jane, 1775-1817 ; England--Social life and customs--Fiction","Fiction","English","",""
"The annotated Pride and prejudice","Pride and prejudice","016094413","Monograph","Language material ; Text","Volume","GBB252029","","9780307950901","Austen, Jane","1775-1817","person","author","Shapard, David M. [person] ; Austen, Jane, 1775-1817, author [person]","","","United States of America","New York","Anchor","2012","Revised and expanded edition","xxxvi, 780 pages, illustrations, maps, 21 cm","823.7","YC.2013.a.13321","Courtship--Fiction ; Austen, Jane, 1775-1817 ; Young women--Fiction ; England--Fiction ; Sisters--Fiction ; Social classes--Fiction","Fiction ; Romance fiction","English","Previous edition: 2007",""
"The annotated Sense and sensibility","Sense and sensibility","015771583","Monograph","Language material ; Text","Volume","GBB133928","","9780307390769","Austen, Jane","1775-1817","person","author","Shapard, David M. [person] ; Austen, Jane, 1775-1817, author [person]","","","England ; United States of America","Enfield ; New York","Anchor","2011","","xxxv, 742 pages, illustrations, maps, 21 cm","823.7","H.2012/.5650","Sisters--Fiction ; England--Social life and customs--19th century--Fiction","Fiction","English","",""
"The architecture of space-time in the novels of Jane Austen","","018979989","Monograph","Language material ; Still image ; Text","Volume","GBB8D4224","","9783319900100","Kaufmann, Ruta Baublyté","","person","author","Kaufmann, Ruta Baublyté, author [person]","","","England","Basingstoke, Hampshire","Palgrave Macmillan","2018","","1 volume, black and white illustrations, 21 cm","823.7","","Space and time in literature ; Austen, Jane, 1775-1817--Criticism and interpretation","","English","Additional physical form: ebook version. 9783319900117",""
"The architecture of space-time in the novels of Jane Austen","","018980640","Monograph","Language material ; Still image ; Text","Online resource (PDF ebook)","GBB8D4876","","9783319900117","Kaufmann, Ruta Baublyté","","person","author","Kaufmann, Ruta Baublyté, author [person]","","","England","Basingstoke, Hampshire","Palgrave Macmillan","2018","","1 online resource, black and white illustrations","823.7","ELD.DS.384050","Space and time in literature ; Austen, Jane, 1775-1817--Criticism and interpretation","","English","Additional physical form: Print version. 9783319900100",""
"The art of Jane Austen","","000048783","Monograph","Language material ; Text","Volume","","","","Alexander, Samuel","1859-1938","person","author","Alexander, Samuel, 1859-1938, author [person]","","","England","London ; Manchester","","1928","","22 pages, 8°","","011850.d.85","Austen, Jane, 1775-1817","","English","reprinted from 'The Bulletin of the John Rylands Library.'",""
"The author's inheritance : Henry Fielding, Jane Austen, and the establishment of the novel","","011715213","Monograph","Language material ; Text","Volume","","","9780875802398","Parker, Jo Alyson","1954-","person","author","Parker, Jo Alyson, 1954-, author [person]","","","United States of America","DeKalb","Northern Illinois University Press","1998","","xii, 238 pages, illustrations, 23 cm","823.5","99/16836","Austen, Jane, 1775-1817--Authorship ; Inheritance and succession in literature ; Fielding, Henry, 1707-1754--Authorship ; Women in literature ; Authority in literature ; English fiction--History and criticism ; Fiction--Authorship","","English","",""
"The beautifull Cassandra : a novel in twelve chapters","","018978991","Monograph","Language material ; Still image ; Text","Volume","GBB8D3226","","9780691181530","Austen, Jane","1775-1817","person","author","Steinmetz, Leon, illustrator [person] ; Austen, Jane, 1775-1817, author [person] ; Johnson, Claudia L., writer [person]","","","United States of America","Princeton","Princeton University Press","2018","Deluxe illustrated edition","1 volume (unpaged), illustrations (black and white and colour), 17 x 22 cm","823.7","YKL.2019.a.18055","","","English","edition statement from inside front flap",""
"The beautifull Cassandra","","016972500","Monograph","Language material ; Text","Volume","GBB4E3174","","9780141397078","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","Penguin classics ; Penguin little black classics","No 33 [Penguin little black classics]","England","London","Penguin","2015","","54 pages, 17 cm","823.7","H.2016/.8635","","","English","Originally published in: Love and friendship and other youthful writings",""
"The beautifull Cassandra","","018514190","Monograph","Language material ; Text","Online resource","GBB7J4058","","9780141397085","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","Penguin classics ; Penguin little black classics","No 33 [Penguin little black classics]","England","London","Penguin","2015","","1 online resource (80 pages)","823.7","ELD.DS.186053","","","English","",""
"The bedside Austen","","006745673","Monograph","Language material ; Text","Volume","GB9322591","","9781851523580","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","Classics for pleasure","","England","London","Chancellor","1993","","382 pages, illustrations, 22 cm","823.7","NOV.1993/641","English fiction","","English","",""
"The bedside, bathtub & armchair companion to Jane Austen","'You Should Be in Pictures': Jane Austen's Portrait ; An Interview with Joan Klingel Ray, author of Jane Austen for Dummies ; An Interview with Karen Joy Fowler, the author of The Jane Austen Book Club ; Answers to The Jane Austen Aptitude Test ; Answers to the Crossword Puzzle ; Austen the Novelist ; Bedside, bathtub and armchair companion to Jane Austen ; Cinderella and Evil Witches: Myth-Placed Affections ; Emma ; Emma's Dream: Austen and Shakespeare Meet on a Midsummer Night ; Excerpt from the Juvenilia: 'The Adventures of Mr. Harley' ; First Impressions: Letting Jane Austen into Your Life ; Homage to Jane: Movies that Echo Austen ; If Jane Austen Had Been a Man ; If She Could See Them Now: Austen's Relationship with Her Publishers ; Initial Impressions or, 'I'm Missing Your Letters': An Austen Crossword Puzzle ; Jane Austen Film Chronology ; Jane Austen at the Movies ; Jane Austen in the Twenty-First Century ; LARPing and JARPing ; Last Words: Acknowledgments ; Love and Friendship: 'Beware My Laura' ; Mansfield Park ; More than a Constitutional: Heroines Who Favor Walking ; Mr. Knightley, Detective ; Mrs. Bennet was Right: The Marriage Plot in Austen Novels ; Music in 1995 BBC/A & E Pride and Prejudice ; Northanger Abbey ; Northanger Abbey: The Graphic Novel. A discussion with Anne Timmons, graphic artist ; On Reading Jane Austen ; Persuasion ; Pride and Prejudice ; Pride and Prejudice II, by Kentuck ; Pride and Prejudice: The Rejected Screenplays ; Raiders of the Early Works: The Juvenilia ; Sanditon ; Say Cheese!: Picturesque Beauty and Jane Austen ; Sense and Sensibility ; Sleuthing Regency Dresses ; The Best Gifts for a Janeite ; The Clergy in Austen's Fiction ; The Ideal Jane Austen Tour ; The Importance of a Good Carriage ; The Jane Austen Aptitude Test ; The Lives of Jane Austen ; The Sentence ; The Watsons and Lady Susan ; Was Lady Russell Wrong? ; What Does Lady Bertram Do? ; What Happened at the Ha-ha? ; What Makes a Janeite? ; What's Up with White Soup? Understanding Food in Jane Austen ; Why I Married Her. By Mr. Bennet ; Willoughby v. Brandon ; Winchester Cathedral","019404300","Monograph","Language material ; Text","Online resource","GBB995332","","9781441184863","Adams, Carol J.","","person","","Buchanan, Douglas [person] ; Adams, Carol J. [person] ; Gesch, Kelly [person]","","","United States of America","New York","Continuum","2008","","1 online resource (x, 218 pages), illustrations","823.7","ELD.DS.422482","Women and literature ; Austen, Jane, 1775-1817--Handbooks, manuals, etc ; Film ; Rezeption ; Novelists, English--19th century--Biography ; Women and literature--England--History--19th century ; Literatur ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh","Biography ; Handbook or manual ; History","English","",""
"The bedside, bathtub & armchair companion to Jane Austen","Bedside, bathtub and armchair companion to Jane Austen","014607348","Monograph","Language material ; Text","Volume","GBA863883","","9780826429339","Adams, Carol J.","","person","author","Buchanan, Douglas, author [person] ; Gesch, Kelly, author [person] ; Adams, Carol J., author [person]","","","England ; United States of America","London ; New York","Continuum","2008","","x, 218 pages, illustrations, 23 cm","823.7","YK.2009.a.22783 ; m08/.35709","Novelists, English--19th century--Biography ; Women and literature--England--History--19th century ; Austen, Jane, 1775-1817--Handbooks, manuals, etc","Biography ; Handbook or manual","English","",""
"The best of Jane Austen knits : 27 regency-inspired designs","","016975397","Monograph","Language material ; Still image ; Text","Volume","GBB4E6071","","9781620338810","","","","","Moore, Amy Clarke, 1969-, editor [person]","","","United States of America","Loveland","Interweave Press","2015","","1 volume, illustrations, 26 cm","746.432043","","Austen, Jane, 1775-1817--Influence ; Knitting--Patterns ; Decoration and ornament--Regency style","","English","",""
"The body in illness and health : themes and images in Jane Austen","","006166604","Monographic component part","Language material ; Text","Volume","","","9780820419961","Gorman, Anita G.","1939-","person","author","Gorman, Anita G., 1939-, author [person]","American university studies. Series IV, English language and literature","volume 154 [American university studies. Series IV, English language and literature]","United States of America","New York","Peter Lang","1993","","xiv, 211 pages, 24 cm","823.7","0858.077980","Body, Human, in literature ; Medicine in literature ; Diseases in literature ; Sick in literature ; Health in literature ; Literature and medicine--England--History--19th century ; Austen, Jane, 1775-1817--Knowledge--Medicine","","English","",""
"The cinematic Jane Austen : essays on the filmic sensibility of the novels","","014913266","Monograph","Language material ; Text","Volume","GBA923812","","9780786435067","Monaghan, David","","person","author","Wiltshire, John, author [person] ; Hudelet, Ariane, 1975-, author [person] ; Monaghan, David, author [person]","","","England ; United States of America","Jefferson, North Carolina ; London","McFarland","2009","","vi, 197 pages, 23 cm","791.436","m09/.16215","English literature--History and criticism ; Film adaptations--History and criticism ; Austen, Jane, 1775-1817--Film and video adaptations","","English","",""
"The civilized imagination : a study of Ann Radcliffe, Jane Austen and Sir Walter Scott","","014931749","Monograph","Language material ; Text","Volume","GBA927567","","9780521110976","Cottom, Daniel","","person","","Cottom, Daniel [person]","","","England","Cambridge","Cambridge University Press","2009","","ix, 229 pages","823.709","","English fiction--19th century--History and criticism ; Aesthetics, British--19th century ; Scott, Walter, Sir, 1771-1832--Aesthetics ; Social classes in literature ; Literature and society--Great Britain--History--19th century ; Austen, Jane, 1775-1817--Aesthetics ; Radcliffe, Ann Ward, 1764-1823--Aesthetics","","English","Originally published: 1985",""
